Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
obc_reset_wdt,'',test,"'Iy,R}h'",gssb_set_burn_config,'-1250445649 -1607104649 1313287232 -274277856 2137500422 794738954 142331073',tm_set_ack,'17864897388832793950 11068672709564501507',com_send_data,'-(v',gssb_antenna_release,'120648118 -1850084817 -1254489952 -898808885',gssb_update_status,'',gssb_burn,'',fp_set_cmd,'1772980432 -1648902498 -671065573 740843302 763747133 -1508041675 -600646907 1767764010 9*f{vGr; h'',drp_set_deployed,'-309362700',gssb_scan,'-1284218466 1208865513',drp_get_vars,'',fp_set_cmd_unix,'1321188034 -2019772637 1306236620 zx! Bw`.ND1`',gssb_get_sun,'',gssb_fss_get_sun,'',gssb_unlock_config,'-1868150391',obc_prop_tle,'-9011571273569668366',gssb_arm_manual,'-993803139',tm_send_status,'376484531',obc_prop_tle,'-4640844646667123112',gssb_select,'-774101328',fp_test_params,'-694017097 &|>U -923036009',com_update_status,'',gssb_burn,'',obc_pwm_pwr,'1439605263',gssb_msp_cal_temp,'269622468 38087742',com_debug,'',tm_send_status,'795038293',drp_set_var,'555433303 -1026245622',tm_send_last,'13696459791861539656 12228550745537027549',gssb_get_status,'',drp_clear_gnd_wdt,'',obc_debug,'-1485156772',eps_get_hk,'',obc_set_pwm_duty,'296135903 -376286981',fp_show,'',gssb_scan,'196156487 734023742',com_reset_wdt,'2071243318',com_set_node,'-1231043913',com_ping,'1664643931',obc_update_tle,'',gssb_antenna_release,'-760473629 657030399 -1622991582 -273281781',obc_set_pwm_duty,'-2363366 1876072886',gssb_burn,'',fp_test_params,'481851479 m/TgQzk[ 1325272239',com_get_node,'',eps_update_status,'',obc_prop_tle,'7547826706329979457',obc_reset_wdt,'',gssb_scan,'1243142724 -1410772170',-6,7.4749674797058105,444020.0,10624.0
gssb_get_temp_int,'',fp_set_cmd_dt,'-1269005914 -1864403033 -560883300 t4Y% |{+e\6-',tm_send_all,'8568994565929416554 6733092487265780187',drp_test_system_vars,'',com_send_cmd,'-251617670 ',fp_reset,'',gssb_unlock_config,'1315253846',drp_set_deployed,'-2026036031',gssb_get_temp,'',fp_del_cmd,'-1861272056 -1174568161 1982584909 -167604161 1676920353 -1597425357',rw_get_speed,'',obc_update_tle,'',gssb_set_addr,'-1403135019',drp_ebf,'-1633048365',com_send_tc,'851795596 8',gssb_get_version,'',obc_get_time,'-1598511856',com_get_config,'',drp_get_vars,'',rw_set_speed,'-216051146 884257985',obc_set_tle,'-1262199075 z',fp_del_cmd,'1235509921 -1671517261 968344243 -2087196895 -1562467796 -1326012921',obc_ident,'',com_reset_wdt,'-1908550',drp_clear_gnd_wdt,'',obc_get_time,'106092236',tm_set_ack,'9512085832064093519 15401326330003801647',tm_send_from,'1733136339812349941 1804617699334705891 13454123136374535792',gssb_set_burn_config,'-1328498198 -661611649 1831625107 226814572 1395071008 397818306 -530480252',gssb_msp_cal_temp,'1181106092 -1902775140',fp_set_cmd_unix,'-1027235729 -2014672321 -305608451 (0@ uSY',tm_send_last,'5753198747308928617 1188350430913069421',obc_set_pwm_freq,'-1805898766 147414772158198204438191777459407541341',drp_get_vars,'',rw_get_current,'',drp_test_system_vars,'',gssb_commit_addr,'',drp_set_deployed,'115257742',obc_prop_tle,'442577629690022427',fp_del_cmd,'-146588761 -1396223722 787561176 1795161695 1453178612 1561092478',rw_get_speed,'',com_get_config,'q6(0a/Qb:A',com_get_config,'',gssb_burn,'',gssb_update_status,'',obc_set_pwm_freq,'404281965 -91442121280564066538928698929978150196',drp_set_deployed,'669600865',test,'V(p_&&uU',gssb_arm_auto,'803184905',com_send_tc,'-250859660 W',-6,6.516932010650635,444020.0,10884.0
obc_reset_wdt,'',drp_ebf,'-576296428',tm_send_from,'13445612593446239293 9802085657115864608 15722906819231668926',obc_get_time,'-1154908105',drp_clear_gnd_wdt,'',tm_send_last,'4274150122559698369 14112905443922870414',gssb_burn,'',fp_set_cmd_unix,"'-51903480 -2831076 -2008414485 pCzXc{Ur"" T3^2'",obc_get_mem,'',gssb_pwr,'1011828680 962490225',gssb_set_addr,'1677955923',set_state,'9582848190928964336 3031854409270732210 -1173619673',gssb_update_status,'',init_dummy_sensor,'',gssb_burn,'',gssb_get_burn_config,'',gssb_burn,'',tm_send_from,'15354736148742010840 1701084278096840346 2894514349110914849',obc_get_tle,'',obc_set_pwm_freq,'2074040642 -112901320132724087624407824035164367659',set_state,'18251983798093605813 2610358577070263869 1068787478',com_send_data,'^?{+',gssb_reset,'',gssb_antenna_release,'1151010296 -1577932812 2126752224 -219952366',obc_set_pwm_freq,'578818954 215326569587565958439669825045656004350',gssb_msp_get_temp,'',help,'',gssb_get_temp_int,'',tm_send_from,'7822624956280308208 1982484006271418751 3169781075006596139',fp_set_cmd_unix,'-241858839 163711228 230879885 ]iT}-s a',com_reset_wdt,'-846399542',obc_set_tle,'420992669 eifN&-C[H)',com_update_status,'',gssb_get_uuid,'',gssb_get_uuid,'',eps_hard_reset,'',gssb_get_burn_config,'',gssb_select,'-1925280707',eps_update_status,'',gssb_msp_cal_temp,'-1390090850 -1237829855',obc_update_status,'',drp_set_deployed,'65653725',drp_set_var,'1510710296 -1561331738',tm_send_last,'5580370634801564322 13767482082226482894',obc_get_tle,'',gssb_msp_get_temp,'',drp_set_deployed,'-729495180',com_send_cmd,'1244085505 YuA7',gssb_set_addr,'-2079463757',gssb_set_burn_config,'745008576 -199587788 -1728455181 -1299012980 -921787541 692770125 648848089',-11,6.9445366859436035,444020.0,10492.0
obc_get_time,'717950729',com_send_data,'Svp<S\arn',rw_set_speed,'-179305447 -1211842457',rw_get_current,'',set_state,'12361296960131249066 8837189593785571630 -83974532',help,'',gssb_get_temp_int,'',obc_get_time,'-280562293',eps_hard_reset,'',gssb_get_status,'',gssb_get_model,'',fp_set_cmd_dt,'-100242718 2041113277 1324356731 t5%QcK^B <qY',gssb_update_status,'',fp_del_cmd,'-1215815666 -2144968456 -345074738 293047811 730154801 -939286398',gssb_fss_set_config,'-500338983',tm_get_last,'10556128229384071315',gssb_get_uuid,'',com_ping,'-891068441',drp_set_deployed,'1965208056',test,'~qY!P',com_send_rpt,'-781708670 K`}74a',rw_get_current,'',com_send_rpt,'-1454943062 ',tm_get_last,'2680126638143008743',init_dummy_sensor,'',com_debug,'',rw_get_speed,'',com_update_status,'',obc_update_status,'',obc_set_tle,'-1693935564 ',rw_set_speed,'-1217930584 1176686447',init_dummy_sensor,'',fp_del_cmd_unix,'-348420514',init_dummy_sensor,'',gssb_get_version,'',rw_get_current,'',gssb_unlock_config,'1161841621',obc_get_tle,'',eps_hard_reset,'',drp_test_system_vars,'',set_state,'13847279752119774269 7739337358910094837 1932730168',obc_prop_tle,'-6514856247962911751',gssb_select,'-1626970425',com_send_cmd,'1211122242 F.6e^mW*w',gssb_scan,'-1909860685 683832074',gssb_msp_get_temp,'',eps_get_hk,'',drp_clear_gnd_wdt,'',rw_set_speed,'-1367724772 -1628241840',drp_set_var,'1724804961 955458120',-11,7.3494391441345215,444020.0,10596.0
com_get_config,''$\/<n',help,'',tm_send_last,'7168615893369953343 10851601559695470324',gssb_msp_get_temp,'',set_state,'12030646636871425046 17618456365720858208 1219760520',rw_set_speed,'489539651 -1476817121',fp_set_cmd_unix,'246998390 -1251828912 1393755056 [gEB`_b &U',gssb_select,'-730921045',gssb_select,'1217337035',eps_hard_reset,'',com_set_config,'+u@C[46 HU^',eps_get_config,'',gssb_get_uuid,'',gssb_get_version,'',gssb_fss_get_sun,'',com_get_config,'4_gq(n$',com_debug,'',gssb_fss_set_config,'1513231670',com_ping,'790700850',gssb_fss_get_temp,'',help,'',obc_get_time,'1850329395',obc_update_tle,'',gssb_arm_auto,'1039047146',fp_del_cmd,'-2078398523 54491378 407345638 -24188248 1774407574 -662882560',rw_set_speed,'-837389419 1315969215',gssb_arm_auto,'275430645',gssb_get_burn_config,'',gssb_fss_set_config,'1363701996',gssb_get_temp,'',gssb_antenna_release,'-492890096 1161239588 -1606904013 1544171069',fp_set_cmd_dt,'-705173851 193016370 -926617954 <8 n',gssb_get_temp,'',obc_set_pwm_freq,'-1076819207 211244601119869427614524894778630296908',gssb_arm_auto,'542075458',obc_get_time,'-865973629',fp_reset,'',fp_set_cmd_unix,'-591175030 -1893815829 -864392781 E!yi/BE3 ]8'',gssb_fss_set_config,'-788062125',drp_get_vars,'',drp_get_vars,'',fp_del_cmd,'1538136020 -541781352 -1716243689 -1354989556 57713801 -1859900422',com_set_config,' Z',test,'r2bFOS/?',fp_reset,'',eps_get_hk,'',com_send_tc,'851777185 8H)fiIeAB',com_debug,'',drp_set_deployed,'-903568321',fp_test_params,'-2071396132 8MBr!`9 548828656',-6,6.627221345901489,444020.0,10880.0
obc_update_status,'',com_reset_wdt,'1509613667',gssb_fss_set_config,'820289750',gssb_get_temp_int,'',gssb_burn,'',obc_ident,'',gssb_fss_commit_config,'',eps_set_heater,'-994948660 369713664',gssb_pwr,'362208641 -1026266620',obc_reset_wdt,'',help,'',com_send_rpt,'1860556305 hDccjU',com_get_node,'',gssb_get_uuid,'',com_send_data,"'&~M,'",test,"'_m--\,U'",com_send_cmd,'539035597 v4xFqTvq',obc_set_pwm_freq,'-779838345 102037388061920412593887083290213448368',fp_show,'',gssb_get_uuid,'',gssb_arm_manual,'-812381288',fp_show,'',gssb_arm_manual,'-311225590',drp_add_hrs_alive,'-78095403',gssb_arm_auto,'-652858436',gssb_antenna_release,'1622910622 1871061632 -1933639711 1541843806',gssb_msp_get_temp,'',gssb_unlock_config,'963098676',gssb_get_model,'',gssb_fss_get_temp,'',fp_set_cmd,'87429643 773212644 -1550595714 1431832937 794624598 -1010515262 918661355 1619497733 jB?I })',obc_get_time,'617087067',obc_get_tle,'',gssb_antenna_release,'1828179719 649435852 -84565209 -841799432',tm_send_from,'3352181444082771549 7408700467317542950 16476539823974854538',eps_get_hk,'',com_set_node,'1992726311',gssb_select,'-1092768237',rw_get_current,'',gssb_unlock_config,'-471213145',gssb_msp_cal_temp,'148569563 2112431507',tm_get_last,'8047770782090330250',gssb_reset,'',gssb_arm_auto,'-1841529287',fp_reset,'',com_send_rpt,'183768696 P~Qv',gssb_set_burn_config,'-1377187882 -1459004198 519649070 485538132 -1148409507 -451732792 -2053393714',com_send_data,'',com_send_tc,'-68363250 _yl',com_set_config,'#`9OPUt B{!tV',-11,9.274165868759155,444020.0,10592.0
gssb_msp_get_temp,'',obc_pwm_pwr,'1321020277',rw_get_current,'',eps_get_config,'',tm_parse_status,'',obc_ident,'',drp_set_var,'-1705020118 895268564',obc_update_tle,'',tm_set_ack,'7387378636405042712 3735588799907420135',com_send_rpt,'1839430128 z60F*&',gssb_get_burn_config,'',obc_get_time,'650662396',drp_clear_gnd_wdt,'',gssb_set_addr,'1549527199',tm_get_last,'1137085154463002205',com_send_rpt,'2107296849 .QHm@u10',fp_reset,'',gssb_reset,'',com_send_rpt,'1564738636 }pO)=U&tyu',gssb_set_addr,'952731001',fp_test_params,'-640639982 fT@ 363996989',drp_clear_gnd_wdt,'',fp_set_cmd,'36734398 1645043194 -577520590 695541973 -1207983277 -577228290 2115658117 -1179214030  7',eps_get_config,'',drp_test_system_vars,'',gssb_arm_manual,'-267504351',com_get_config,'9',gssb_get_burn_config,'',tm_parse_status,'',gssb_reset,'',com_reset_wdt,'1850182755',com_set_node,'-1847911190',com_reset_wdt,'-1091295368',fp_set_cmd_unix,'1608011540 482794602 731288333 (gt 0',obc_reset_wdt,'',gssb_arm_auto,'-1811842993',obc_get_tle,'',gssb_arm_manual,'1354767645',gssb_fss_set_config,'-1663517212',obc_get_time,'-650281435',gssb_update_status,'',gssb_get_temp,'',gssb_pwr,'1609688058 746588808',fp_del_cmd,'-349487040 1286807225 873115506 376011302 1635322321 -626550438',gssb_pwr,'1786817331 1376425614',gssb_reset,'',gssb_pwr,'-601765326 676052065',gssb_get_version,'',obc_ident,'',fp_set_cmd_dt,'-1906753270 2049318846 444289376 F=&'N s{#yA[1',-6,7.793927907943726,444020.0,10608.0
set_state,'4705769910100152110 15064396269194590880 871648398',fp_del_cmd,'1272524947 1337500377 32879028 -783518216 -1249562698 -1934591726',eps_set_heater,'-2124998097 1864391661',fp_test_params,"'-943719767 Z, 1961047026'",gssb_update_status,'',help,'',com_debug,'',tm_send_status,'-398140122',rw_get_speed,'',gssb_fss_get_temp,'',gssb_get_model,'',obc_set_pwm_freq,'1110701739 302777398243707643755210159667572891248',eps_hard_reset,'',obc_update_status,'',eps_hard_reset,'',com_debug,'',gssb_select,'-1398970951',gssb_fss_commit_config,'',set_state,'7655198236817615350 1163732068501159219 -783161991',drp_set_deployed,'-1230969736',gssb_pwr,'-1515247077 -1153607140',gssb_fss_commit_config,'',test,"'g<-@rv,'",fp_del_cmd,'186679156 1736562846 439035375 1458668651 1433083902 1206238275',obc_reset_wdt,'',test,']',help,'',gssb_commit_addr,'',test,'^w3RS:Z',drp_get_vars,'',rw_get_speed,'',gssb_scan,'-1033177755 -352195741',obc_prop_tle,'4501118869614521785',com_send_cmd,'-1087699540 mnV',eps_update_status,'',drp_clear_gnd_wdt,'',eps_set_heater,'-1226281561 649070412',gssb_select,'-2055211267',gssb_fss_commit_config,'',tm_set_ack,'894804668695779027 17349925639491768139',gssb_pwr,'-2031083176 841752587',gssb_fss_get_sun,'',fp_del_cmd_unix,'996492412',fp_reset,'',obc_prop_tle,'-8169086681025552049',drp_clear_gnd_wdt,'',gssb_arm_auto,'436901668',eps_update_status,'',com_debug,'',gssb_arm_auto,'-808493363',-11,6.345277786254883,444020.0,10492.0
fp_reset,'',gssb_set_addr,'2001731942',gssb_unlock_config,'533652596',com_send_cmd,'-355792288 bM\',gssb_get_temp,'',gssb_arm_manual,'-1601053240',obc_set_pwm_duty,'1896592591 -786113724',gssb_burn,'',help,'',obc_get_tle,'',gssb_antenna_release,'-589692407 529441059 -63624090 1652903569',gssb_arm_manual,'2036784830',tm_parse_status,'',tm_parse_status,'',gssb_get_status,'',tm_set_ack,'8859834572609627838 3843233455589430577',fp_show,'',fp_del_cmd,'-1485809084 1736783674 1277528740 -658341325 -88018130 880996003',fp_reset,'',com_set_config,'KLG$V?G $.I?_.AlM',gssb_get_sun,'',gssb_arm_auto,'-713925604',eps_hard_reset,'',gssb_msp_cal_temp,'-1992796426 -727486087',drp_ebf,'92561659',help,'',drp_add_hrs_alive,'1796325884',obc_get_time,'-1397364860',com_get_config,'/A5D?P3',fp_del_cmd_unix,'1079403445',tm_get_last,'16149654310544682375',set_state,'7331401084393685416 871643871395684753 1913133385',fp_del_cmd,'257276718 -1529674051 -720922445 -784031395 1784659986 1871661287',gssb_get_model,'',obc_get_mem,'',obc_pwm_pwr,'-1918619927',obc_get_sensors,'',init_dummy_sensor,'',gssb_get_uuid,'',gssb_get_status,'',fp_set_cmd_unix,'-1203186462 493259563 -1695243788 Bpa T$+',fp_set_cmd_dt,"'691830128 778301965 -387719533 _s&]""2 kA/>9r#E'",gssb_set_burn_config,'-575718416 1736942931 -364043926 -528874320 1591507624 -1324869969 1730443107',obc_set_tle,'-1098174952 $2',drp_ebf,'-1985096142',obc_ident,'',gssb_get_burn_config,'',com_send_rpt,'-83815763 I8a',gssb_antenna_release,'933622755 -1846331204 -2011359883 -1688425041',eps_get_config,'',-11,7.395655155181885,444020.0,10848.0
obc_set_pwm_freq,'1958004883 -209221335480434691201390311948336329011',gssb_scan,'446424851 823880997',gssb_fss_commit_config,'',gssb_fss_commit_config,'',eps_get_hk,'',obc_set_pwm_duty,'-1352808695 -108767453',gssb_arm_manual,'-1386054425',init_dummy_sensor,'',com_get_node,'',obc_update_tle,'',com_debug,'',gssb_arm_auto,'-1208871153',gssb_msp_get_temp,'',gssb_fss_get_sun,'',com_send_cmd,'-2032335378 2Y;!nqXlk',gssb_msp_cal_temp,'-504964875 -1064487347',gssb_pwr,'1797384502 669823680',gssb_fss_commit_config,'',gssb_get_status,'',obc_update_status,'',gssb_get_sun,'',gssb_commit_addr,'',tm_send_status,'-130687626',gssb_set_addr,'-567116350',com_set_node,'1122294309',fp_set_cmd,"'-206245115 1903216754 1704730171 1936300937 -2144988162 1301844282 -473699113 -1519378362 JMhH&Fnm $_QL%g""b'",fp_reset,'',obc_reset_wdt,'',fp_del_cmd_unix,'-905727932',tm_send_status,'1358901313',drp_ebf,'1468130625',gssb_arm_manual,'-1328395460',eps_get_hk,'',test,'F9PsKeZ',drp_set_var,'-1074172974 2073966332',fp_set_cmd,'2018600783 -199790948 906399945 -589561058 -723630889 -1806755417 1535286757 -726333041  bYM-Ry6',com_get_node,'',gssb_get_model,'',obc_get_tle,'',gssb_arm_manual,'-869168722',obc_reset_wdt,'',fp_set_cmd_unix,'-1418887373 2085592145 1814929338 zmsZM~wld L`&5y*b(',eps_set_heater,'-742077807 -743311032',gssb_select,'-1040234243',com_set_config,'?b*>#2\ ',com_update_status,'',obc_get_mem,'',eps_get_config,'',drp_clear_gnd_wdt,'',gssb_select,'-1766472691',-6,8.295140027999878,444020.0,10656.0
eps_set_heater,'1861302306 1896644222',gssb_get_uuid,'',gssb_msp_get_temp,'',init_dummy_sensor,'',help,'',gssb_set_burn_config,'-462165193 -1714552462 1859588572 1461437615 -505626152 -1133285133 2064920671',fp_show,'',set_state,'15378113681705445204 9475750328777863290 722898020',drp_add_hrs_alive,'1955620312',fp_reset,'',gssb_burn,'',test,'Q6',rw_get_speed,'',gssb_fss_get_sun,'',com_send_tc,'-1022941184 ^%',init_dummy_sensor,'',com_send_tc,'1689767018 0g0o',gssb_select,'-120820259',obc_get_mem,'',eps_set_heater,'1310551307 -928660803',fp_test_params,'-1362221525 xw0bjl 647941581',drp_set_deployed,'-1858416616',gssb_get_temp_int,'',gssb_unlock_config,'-1206607960',gssb_get_version,'',com_set_config,'> ub^@K5Eup',fp_set_cmd,'-848672831 -2013908350 852035749 116899367 1064249388 1931064020 -1488228719 129157413 4v4l\J (P?n)8d',obc_prop_tle,'-8406891457879572759',rw_get_speed,'',fp_del_cmd,'723901790 196090009 336103300 604890484 -1540893776 1618047654',gssb_get_uuid,'',gssb_arm_auto,'-385853426',com_reset_wdt,'1200336390',com_set_config,'Rxp&GO*SV C',obc_update_tle,'',tm_parse_status,'',com_set_config,'im|b g]m',gssb_reset,'',eps_get_config,'',gssb_scan,'-1886819162 -1234908273',gssb_msp_get_temp,'',gssb_scan,'908363705 -1352860166',com_send_data,'YmjIxN9qVN',obc_update_status,'',obc_prop_tle,'-3322064934049288392',gssb_burn,'',gssb_get_model,'',com_get_config,'3_5\Q[gA',gssb_arm_auto,'-1019136298',obc_update_status,'',-6,8.239093780517578,444020.0,10564.0
fp_reset,'',fp_reset,'',com_get_node,'',obc_set_tle,'-15667592 PL5vD',gssb_set_addr,'-287813710',gssb_get_burn_config,'',com_get_node,'',tm_get_last,'6764914629957880',fp_del_cmd_unix,'-1427004990',gssb_burn,'',gssb_scan,'1268224218 -1051945650',com_debug,'',obc_update_status,'',gssb_set_addr,'1192604799',com_reset_wdt,'-1725106699',gssb_msp_cal_temp,'-1888493063 477416884',drp_add_hrs_alive,'-146005120',gssb_burn,'',com_send_tc,'-178550665 q',obc_get_mem,'',tm_send_last,'16498477443124952516 6682295100716752654',gssb_get_sun,'',obc_update_status,'',com_set_node,'2129420298',drp_set_deployed,'-1753563404',test,'Z\$/._yr|',com_send_cmd,'-297433593 o+C<1-2}',com_reset_wdt,'-2051144458',gssb_antenna_release,'-1663509012 -1839768919 -1252646190 918994547',gssb_set_burn_config,'1681655283 1177554166 772541855 2130156407 1809147745 -245743378 -1612994992',tm_send_from,'1584185886037611327 17984256830780535726 1196553918399953303',drp_test_system_vars,'',tm_send_last,'7849763743993452338 4866971758095766613',tm_set_ack,'10074047602834177038 15986982653230416935',com_send_cmd,'1981321638 v^4e:',obc_debug,'1826529119',gssb_set_addr,'-1941626128',com_get_config,'_?PRhe=P',obc_reset_wdt,'',com_send_data,"'(q,90np#/9'",obc_ident,'',com_ping,'504286282',eps_get_config,'',gssb_get_temp,'',obc_get_mem,'',gssb_fss_set_config,'1793132497',eps_get_config,'',eps_update_status,'',fp_set_cmd,'1365854723 784309907 782750712 1083076873 -1706543185 2011943870 1312051845 -1875275232 Nl (',gssb_fss_set_config,'-269800641',-6,6.8656651973724365,444020.0,10492.0
gssb_scan,'945705054 1793497785',fp_show,'',com_send_cmd,'-907094843 +o0`[',fp_del_cmd_unix,'1457521225',tm_get_last,'3061499460033473891',tm_parse_status,'',gssb_get_uuid,'',gssb_set_burn_config,'187183494 1305731882 -1182086091 -1221266134 1983776925 1796706112 -1061106628',obc_prop_tle,'388533164126156325',gssb_antenna_release,'-2025496930 -668444333 -193611683 -1167463724',com_update_status,'',gssb_arm_manual,'-727082653',drp_set_deployed,'-1610062395',tm_parse_status,'',gssb_reset,'',obc_ident,'',gssb_msp_get_temp,'',gssb_get_uuid,'',set_state,'1731911929652471640 4337321002202071386 1139458898',obc_reset_wdt,'',drp_ebf,'-2061295103',com_set_config,'X3rgl11MV oLH4SW',gssb_set_addr,'2060443035',com_send_data,']>uJbLkr',tm_parse_status,'',gssb_get_model,'',gssb_fss_get_temp,'',obc_pwm_pwr,'181333712',gssb_get_uuid,'',gssb_unlock_config,'-368288957',test,'fO57d',eps_get_config,'',obc_ident,'',com_set_config,"'Fp$BZesI Oqn,86Gz1w'",com_get_node,'',gssb_get_version,'',rw_set_speed,'-851982320 -279369262',obc_update_tle,'',rw_set_speed,'52606499 39300872',fp_set_cmd_unix,'14660837 1083176273 -1626627243 3q]GS|&g t',obc_debug,'254822885',gssb_update_status,'',obc_pwm_pwr,'417378519',help,'',obc_prop_tle,'72836323484916316',gssb_get_uuid,'',com_send_rpt,'1714963862 RLP`hpW&;*',drp_get_vars,'',tm_send_last,'2899882283376231484 7306645587145054216',gssb_get_version,'',-6,7.343908786773682,444020.0,10824.0
gssb_get_uuid,'',gssb_get_burn_config,'',gssb_set_burn_config,'-189620902 -1022630272 -455475434 1359495627 -676492755 -2096080850 -31009473',gssb_unlock_config,'1400120803',obc_pwm_pwr,'1483161407',fp_show,'',gssb_msp_cal_temp,'1154076722 -1912597865',obc_set_tle,'-626353282 :%H'/',gssb_set_addr,'-716200409',obc_set_tle,'-1573095492 MPk(H!S@l}',gssb_burn,'',fp_test_params,'338339386 40VK -158764821',obc_ident,'',gssb_fss_get_temp,'',gssb_get_temp_int,'',drp_get_vars,'',drp_set_var,'2073486546 -2136083438',gssb_scan,'818396012 -741290677',fp_set_cmd_unix,'-1660501626 -978767212 -1340581369 glk(o EJ>',obc_debug,'-1274194110',tm_send_last,'1886610544517143778 8592415598060360761',gssb_msp_cal_temp,'-900187076 -709546625',tm_set_ack,'11108915736819529013 9251973868065368390',gssb_get_temp_int,'',gssb_fss_get_sun,'',fp_show,'',gssb_msp_cal_temp,'-1196547795 -1914996852',test,'F]}Y}YcC+',gssb_arm_manual,'1546426570',gssb_reset,'',gssb_get_model,'',gssb_scan,'25905120 -1695770205',com_ping,'1706935278',gssb_set_burn_config,'1825796226 1924141861 -626913405 -186035215 328631314 1285261435 676944362',rw_get_current,'',obc_get_sensors,'',gssb_unlock_config,'-1382881660',obc_set_pwm_duty,'-526870722 -560608038',help,'',drp_ebf,'1791113950',gssb_set_burn_config,'-913938426 -1215680607 -523762544 -232951642 -1930360440 -738510111 -629657622',com_ping,'-596584472',com_send_rpt,'870619000 ',obc_set_pwm_duty,'1497486906 391100464',gssb_antenna_release,'-2035850066 1139228980 -93344590 1162795777',com_get_node,'',tm_send_from,'14766929394390276484 6773790006109227077 15675776632627160237',fp_test_params,'-1894020816 2`X -11378772',obc_ident,'',obc_get_time,'-795738997',-6,7.513261079788208,444020.0,10600.0
obc_reset_wdt,'',gssb_burn,'',com_ping,'1547123774',com_set_config,'|3hD%<y} l+xn:',gssb_get_model,'',obc_get_sensors,'',gssb_set_burn_config,'1855722704 460764899 279774936 1445576489 14509087 -799438253 1152516983',gssb_fss_get_sun,'',gssb_burn,'',com_set_config,"'V-%v0J;wHA eqdI$,y'",tm_send_from,'15419481950199387713 9175235794309316343 16251024720962913537',gssb_get_temp_int,'',gssb_get_version,'',obc_set_tle,'-701472395 7K$X',obc_debug,'-2126052339',drp_test_system_vars,'',tm_send_from,'6017681216563761913 3253507702156823082 4126766300567285438',gssb_get_uuid,'',obc_reset_wdt,'',gssb_burn,'',tm_parse_status,'',gssb_pwr,'2093092249 698229559',obc_set_pwm_duty,'-225835568 1036442109',drp_get_vars,'',obc_prop_tle,'912055573833103981',com_set_config,"'e#""/} [.iw'",gssb_pwr,'1455354059 -1535006740',gssb_fss_get_sun,'',com_send_cmd,"'-1299627125 VgC""'",gssb_get_uuid,'',rw_get_speed,'',com_update_status,'',set_state,'14986450908604698196 2499573959109387924 1259371967',gssb_get_temp_int,'',gssb_arm_manual,'476722930',obc_prop_tle,'-3275666950356869205',gssb_set_burn_config,'413805469 -1026873464 -780535856 434200619 1943833239 -2084665498 1390771088',com_reset_wdt,'-324694087',gssb_set_burn_config,'1209349988 -1153536213 -1745744539 1314470410 1887893674 613584936 1464375549',com_ping,'838506311',eps_hard_reset,'',obc_pwm_pwr,'-268043809',gssb_get_model,'',com_send_tc,'1473132335 OHrmFN',com_send_cmd,'1803688801 *',obc_debug,'1891466410',rw_get_current,'',gssb_fss_set_config,'2110048728',gssb_arm_auto,'-1295376915',gssb_commit_addr,'',-6,18.235554456710815,444020.0,10900.0
